timestamp,value-0,value-1,value-2,value-3,value-4,value-5,value-6,value-7,value-8,value-9,value-10,value-11,value-12,value-13,value-14,value-15,value-16,value-17,value-18,value-19,value-20,value-21,value-22,value-23,value-24,value-25,value-26,value-27,value-28,value-29,value-30,value-31,value-32,value-33,value-34,value-35,value-36,value-37,is_anomaly
10,0.086022,0.097458,0.069119,0.069686,0.0,0.928205,0.269303,0.0,0.02952,0.002345,0.148235,0.108108,0.041096,0.0654,0.120888,0.16449,0.0,0.0,0.134887,0.098557,0.103967,0.081873,0.938348,0.012404,0.036208,0.01147,0.0,0.085622,0.0,0.008596,0.074886,0.056613,0.000386,5.6e-05,0.069427,0.069495,0.0,0.0,0
11,0.086022,0.074153,0.068004,0.068525,0.0,0.928205,0.269303,0.0,0.028243,0.000122,0.133092,0.081081,0.027397,0.064975,0.116726,0.147761,0.0,0.0,0.128924,0.095908,0.098909,0.078312,0.909137,0.014455,0.034808,0.013175,0.0,0.081504,0.0,0.008596,0.071589,0.049408,0.000386,3.4e-05,0.066821,0.066816,0.0,0.0,0
12,0.086022,0.121822,0.083612,0.074332,0.0,0.925641,0.26742,0.0,0.026682,0.000244,0.13525,0.081081,0.027397,0.063179,0.111574,0.153703,0.0,0.0,0.118735,0.098136,0.099678,0.079367,0.921194,0.013558,0.034284,0.012366,0.0,0.08245,0.0,0.008596,0.072773,0.055584,0.000386,3.4e-05,0.069138,0.069205,0.0,0.0,0
13,0.086022,0.103814,0.085842,0.075494,0.0,0.925641,0.266478,0.0,0.028811,0.000122,0.133747,0.094595,0.027397,0.065667,0.118113,0.14655,0.0,0.0,0.124255,0.095645,0.098331,0.078392,0.897438,0.014968,0.034983,0.013724,0.0,0.08111,0.0,0.008596,0.071685,0.049923,0.000386,2.2e-05,0.066894,0.066961,0.0,0.0,0
14,0.086022,0.097458,0.085842,0.076655,0.0,0.933333,0.268362,0.0,0.028953,0.000122,0.120222,0.081081,0.027397,0.072765,0.113357,0.135347,0.0,0.0,0.12853,0.095285,0.099046,0.07877,0.927295,0.013974,0.035508,0.01277,0.0,0.08178,0.0,0.008596,0.072117,0.050437,0.000386,3.4e-05,0.066314,0.066382,0.0,0.0,0
15,0.086022,0.10911,0.091416,0.078978,0.0,0.930769,0.268362,0.0,0.028101,0.000122,0.147272,0.067568,0.027397,0.065989,0.115141,0.164377,0.0,0.0,0.125487,0.09632,0.101768,0.080023,0.899519,0.013013,0.035158,0.011961,0.0,0.084558,0.0,0.010029,0.073797,0.058672,0.000386,3.4e-05,0.070151,0.070219,0.0,0.0,0
16,0.075269,0.070975,0.083612,0.076655,0.0,0.928205,0.26742,0.0,0.031223,0.000122,0.131705,0.108108,0.041096,0.064371,0.129608,0.146815,0.0,0.0,0.119918,0.094048,0.09484,0.075707,0.93275,0.016827,0.033759,0.015399,0.0,0.078254,0.0,0.008596,0.069252,0.045805,0.000386,2.2e-05,0.065084,0.065151,0.0,0.0,0
17,0.086022,0.076271,0.085842,0.077816,0.0,0.930769,0.269303,0.0,0.02725,0.0,0.120646,0.067568,0.027397,0.063965,0.112961,0.135498,0.0,0.0,0.138374,0.100048,0.106221,0.084101,0.889615,0.016538,0.037957,0.015255,0.0,0.087297,0.0,0.008596,0.07671,0.056099,0.000386,4.5e-05,0.069717,0.069784,0.0,0.0,0
18,0.086022,0.04661,0.074693,0.074332,0.0,0.930769,0.271186,0.0,0.027817,0.000122,0.147696,0.081081,0.027397,0.060617,0.118312,0.164755,0.0,0.0,0.112476,0.090872,0.092421,0.073718,0.902103,0.016186,0.03166,0.014821,0.0,0.0765,0.0,0.008596,0.067635,0.048379,0.000386,4.5e-05,0.065301,0.065368,0.0,0.0,0
19,0.086022,0.079449,0.076923,0.074332,0.0,0.928205,0.271186,0.0,0.029095,0.0,0.131242,0.081081,0.027397,0.076444,0.111177,0.146209,0.0,0.0,0.130045,0.09646,0.102537,0.081097,0.896792,0.017308,0.036558,0.015833,0.0,0.084696,0.0,0.008596,0.074325,0.056099,0.000386,4.5e-05,0.068776,0.068843,0.0,0.0,0
20,0.086022,0.075212,0.076923,0.074332,0.0,0.928205,0.272128,0.0,0.026256,0.000122,0.122495,0.081081,0.027397,0.058536,0.113159,0.138943,0.0,0.0,0.135799,0.095101,0.101988,0.08066,0.870523,0.013269,0.036907,0.012163,0.0,0.084105,0.0,0.008596,0.073797,0.05404,0.000386,3.4e-05,0.066604,0.066671,0.0,0.0,0
21,0.086022,0.102754,0.084727,0.077816,0.0,0.928205,0.27307,0.0,0.028527,0.000366,0.169698,0.108108,0.041096,0.070015,0.113952,0.183907,0.0,0.0,0.121532,0.094697,0.100173,0.079585,0.906122,0.015994,0.035858,0.014648,0.0,0.083002,0.0,0.008596,0.073109,0.055584,0.000386,4.5e-05,0.068414,0.068409,0.0,0.0,0
22,0.086022,0.059322,0.074693,0.074332,0.0,0.928205,0.274011,0.0,0.02952,0.000244,0.140953,0.081081,0.027397,0.064914,0.122077,0.157753,0.0,0.0,0.119597,0.088767,0.096599,0.076065,0.86636,0.011763,0.033584,0.010921,0.0,0.079987,0.0,0.008596,0.069908,0.054555,0.000386,2.2e-05,0.066676,0.066671,0.0,0.0,0
23,0.086022,0.034958,0.06466,0.070848,0.0,0.923077,0.274011,0.0,0.025263,0.0,0.218943,0.108108,0.041096,0.05141,0.114744,0.234132,0.0,0.0,0.107708,0.08667,0.091211,0.072226,0.903754,0.015737,0.03131,0.014359,0.0,0.075712,0.0,0.008596,0.066483,0.049923,0.000386,3.4e-05,0.065373,0.065368,0.0,0.0,0
24,0.086022,0.087924,0.072464,0.073171,0.0,0.923077,0.27307,0.0,0.034204,0.000366,0.130741,0.108108,0.041096,0.100511,0.112366,0.14515,0.0,0.0,0.109642,0.089232,0.097837,0.077656,0.866576,0.016154,0.035158,0.014793,0.0,0.081268,0.0,0.008596,0.071493,0.058157,0.0,2.2e-05,0.068993,0.06906,0.0,0.0,0
25,0.086022,0.067797,0.070234,0.072009,0.0,0.923077,0.27307,0.0,0.030514,0.000489,0.118835,0.094595,0.041096,0.078029,0.115537,0.136785,0.0,0.0,0.114952,0.088495,0.093741,0.073698,0.920548,0.01484,0.031835,0.013579,0.0,0.077564,0.0,0.008596,0.067716,0.050952,0.000386,3.4e-05,0.06617,0.066237,0.0,0.0,0
26,0.086022,0.036017,0.059086,0.067364,0.0,0.923077,0.272128,0.0,0.033778,0.000244,0.147619,0.094595,0.041096,0.077931,0.128419,0.160819,0.0,0.0,0.114755,0.092644,0.097534,0.077437,0.884232,0.012372,0.033759,0.011326,0.0,0.080756,0.0,0.008596,0.071092,0.055584,0.000386,2.2e-05,0.068197,0.068264,0.0,0.0,0
27,0.086022,0.067797,0.06243,0.068525,0.0,0.912821,0.269303,0.0,0.037184,0.000611,0.135211,0.121622,0.041096,0.076,0.142885,0.157829,0.0,0.0,0.124131,0.09403,0.097974,0.077994,0.892485,0.016026,0.034983,0.014648,0.0,0.080697,0.0,0.010029,0.071253,0.048893,0.000386,3.4e-05,0.066025,0.06602,0.0,0.0,0
28,0.086022,0.059322,0.06466,0.068525,0.0,0.912821,0.26742,0.0,0.041584,0.000122,0.132244,0.121622,0.041096,0.075018,0.161316,0.140721,0.0,0.0,0.12763,0.093732,0.101603,0.079884,0.879208,0.015865,0.035333,0.014533,0.0,0.083849,0.0,0.008596,0.073205,0.057128,0.000386,3.4e-05,0.068993,0.06906,0.0,0.0,0
29,0.086022,0.042373,0.056856,0.065041,0.0,0.928205,0.270245,0.0,0.033778,0.000244,0.133092,0.121622,0.054795,0.08545,0.122671,0.148367,0.0,0.0,0.12991,0.091636,0.097562,0.076522,0.901601,0.013494,0.033059,0.012423,0.0,0.08048,0.0,0.008596,0.070132,0.050952,0.000386,2.2e-05,0.066242,0.06631,0.0,0.0,0
30,0.086022,0.082627,0.06466,0.067364,0.0,0.920513,0.269303,0.0,0.035623,0.000122,0.136444,0.108108,0.041096,0.080835,0.132977,0.155634,0.0,0.0,0.116985,0.092215,0.096187,0.076423,0.873035,0.015962,0.033409,0.014561,0.0,0.079672,0.0,0.008596,0.07018,0.052496,0.000386,4.5e-05,0.067255,0.067251,0.0,0.0,0
31,0.086022,0.059322,0.061315,0.066202,0.0,0.920513,0.269303,0.0,0.034204,0.000489,0.133323,0.121622,0.041096,0.072456,0.134562,0.146247,0.0,0.0,0.121174,0.090355,0.099843,0.078551,0.882724,0.013333,0.034808,0.01225,0.0,0.082706,0.0,0.010029,0.072229,0.058157,0.000386,3.4e-05,0.068848,0.068916,0.0,0.0,0
32,0.086022,0.080508,0.070234,0.068525,0.0,0.925641,0.271186,0.0,0.032785,0.000244,0.134941,0.081081,0.027397,0.067439,0.133373,0.151054,0.0,0.0,0.119178,0.089346,0.094345,0.074314,0.831049,0.016186,0.03236,0.014793,0.0,0.078195,0.0,0.008596,0.068372,0.051467,0.000386,3.4e-05,0.065518,0.065586,0.0,0.0,0
33,0.086022,0.045551,0.061315,0.065041,0.0,0.923077,0.271186,0.0,0.022282,0.000122,0.115367,0.094595,0.027397,0.042933,0.108006,0.131562,0.0,0.0,0.120139,0.093706,0.100036,0.079466,0.881289,0.015513,0.035683,0.014244,0.0,0.082824,0.0,0.010029,0.072965,0.058157,0.0,5.6e-05,0.069065,0.06906,0.0,0.0,0
34,0.086022,0.067797,0.06466,0.066202,0.0,0.923077,0.272128,0.0,0.033494,0.0,0.147503,0.094595,0.041096,0.085618,0.121681,0.163279,0.0,0.0,0.113696,0.086846,0.092916,0.0732,0.831695,0.013782,0.031485,0.012626,0.0,0.076953,0.0,0.008596,0.067283,0.050437,0.0,2.2e-05,0.065808,0.065875,0.0,0.0,0
35,0.086022,0.068856,0.06466,0.066202,0.0,0.917949,0.270245,0.0,0.031365,0.000244,0.085774,0.094595,0.027397,0.073125,0.123068,0.104122,0.0,0.0,0.112685,0.091618,0.099348,0.079148,0.880212,0.015994,0.035683,0.014735,0.0,0.082233,0.0,0.008596,0.072613,0.058157,0.0,2.2e-05,0.06921,0.069278,0.0,0.0,0
36,0.075269,0.041314,0.055741,0.062718,0.0,0.917949,0.270245,0.0,0.036049,0.000122,0.169004,0.094595,0.041096,0.081878,0.133967,0.181674,0.0,0.0,0.111971,0.090864,0.093741,0.074493,0.830187,0.014744,0.032709,0.013492,0.0,0.077879,0.0,0.008596,0.06858,0.050952,0.000386,4.5e-05,0.066532,0.066527,0.0,0.0,0
37,0.086022,0.04661,0.053512,0.061556,0.0,0.917949,0.270245,0.0,0.032217,0.0,0.210465,0.094595,0.027397,0.077221,0.122671,0.228152,0.0,0.0,0.115913,0.089232,0.095307,0.07511,0.869518,0.013878,0.032709,0.012799,0.0,0.078924,0.0,0.008596,0.069028,0.051981,0.000386,2.2e-05,0.066604,0.066599,0.0,0.0,0
38,0.086022,0.190678,0.091416,0.074332,0.0,0.917949,0.269303,0.0,0.030514,0.0,0.161722,0.067568,0.027397,0.074382,0.118708,0.172931,0.0,0.0,0.11924,0.092706,0.098221,0.077636,0.821288,0.013077,0.033584,0.012048,0.0,0.081327,0.0,0.008596,0.071333,0.055584,0.000386,4.5e-05,0.068631,0.068698,0.0,0.0,0
39,0.086022,0.129237,0.092531,0.075494,0.0,0.923077,0.271186,0.0,0.024837,0.000244,0.13182,0.067568,0.027397,0.05581,0.109195,0.149237,0.0,0.0,0.120916,0.090136,0.097094,0.077059,0.868801,0.017244,0.034983,0.015833,0.0,0.080204,0.0,0.010029,0.070596,0.049923,0.000386,3.4e-05,0.066749,0.066816,0.0,0.0,0
40,0.096774,0.147246,0.105909,0.081301,0.0,0.917949,0.271186,0.0,0.030372,0.0,0.135211,0.094595,0.027397,0.069552,0.121879,0.151584,0.0,0.0,0.125795,0.098496,0.104901,0.083226,0.999928,0.012788,0.037082,0.011903,0.0,0.086706,0.0,0.008596,0.076278,0.060216,0.000386,1.1e-05,0.071527,0.071522,0.0,0.0,0
41,0.086022,0.098517,0.100334,0.080139,0.0,0.920513,0.272128,0.0,0.02952,0.000122,0.11687,0.081081,0.027397,0.071553,0.116726,0.131146,0.0,0.0,0.113154,0.088785,0.094978,0.075408,0.999928,0.0125,0.033759,0.01147,0.0,0.078943,0.0,0.010029,0.069476,0.052496,0.000386,3.4e-05,0.067111,0.067178,0.0,0.0,0
42,0.096774,0.09322,0.100334,0.081301,0.0,0.920513,0.272128,0.0,0.030656,0.000244,0.32853,0.094595,0.027397,0.070455,0.122275,0.341925,0.0,0.0,0.121458,0.092987,0.100888,0.079546,0.999928,0.016058,0.035683,0.014735,0.0,0.083612,0.0,0.010029,0.073157,0.058157,0.000386,2.2e-05,0.070368,0.070436,0.0,0.0,0
43,0.096774,0.102754,0.102564,0.083624,0.0,0.920513,0.271186,0.0,0.031365,0.000122,0.115983,0.108108,0.041096,0.073209,0.122671,0.130199,0.0,0.0,0.128838,0.096697,0.101988,0.080839,0.999928,0.017949,0.036383,0.016295,0.0,0.084125,0.0,0.010029,0.073973,0.053525,0.000386,4.5e-05,0.069283,0.06935,0.0,0.0,0
44,0.096774,0.083686,0.098105,0.083624,0.0,0.923077,0.272128,0.0,0.033494,0.0,0.147927,0.094595,0.041096,0.083944,0.122671,0.164415,0.0,0.0,0.123023,0.093688,0.099678,0.079068,0.999928,0.014904,0.035158,0.013695,0.0,0.082391,0.0,0.008596,0.072469,0.053525,0.000386,2.2e-05,0.068776,0.068771,0.0,0.0,0
45,0.096774,0.068856,0.090301,0.081301,0.0,0.920513,0.272128,0.0,0.032501,0.000489,0.151241,0.108108,0.041096,0.073634,0.126437,0.166875,0.0,0.0,0.116197,0.093373,0.101548,0.081157,0.999928,0.015192,0.037082,0.013926,0.0,0.08379,0.0,0.008596,0.074197,0.058672,0.000386,3.4e-05,0.070151,0.070219,0.0,0.0,0
46,0.086022,0.103814,0.09699,0.083624,0.0,0.920513,0.27307,0.0,0.032926,0.000611,0.134248,0.094595,0.041096,0.081101,0.122473,0.148745,0.0,0.0,0.114829,0.090829,0.097562,0.077636,0.999928,0.014679,0.034983,0.013377,0.0,0.080716,0.0,0.010029,0.071221,0.05404,0.000386,1.1e-05,0.068414,0.068481,0.0,0.0,0
47,0.086022,0.080508,0.086957,0.081301,0.0,0.917949,0.27307,0.0,0.032926,0.000489,0.135211,0.121622,0.054795,0.089326,0.11633,0.153703,0.0,0.0,0.115076,0.093285,0.101713,0.080998,0.999928,0.015192,0.036383,0.013955,0.0,0.084341,0.0,0.010029,0.074437,0.061245,0.0,3.4e-05,0.071816,0.071884,0.0,0.0,0
48,0.086022,0.075212,0.084727,0.080139,0.0,0.917949,0.272128,0.0,0.031507,0.000244,0.115637,0.108108,0.041096,0.067097,0.12822,0.128837,0.0,0.0,0.1091,0.090995,0.095967,0.076642,0.999928,0.015737,0.034109,0.014301,0.0,0.07981,0.0,0.010029,0.070612,0.053011,0.000386,3.4e-05,0.069862,0.069929,0.0,0.0,0
49,0.096774,0.077331,0.083612,0.080139,0.0,0.923077,0.27307,0.0,0.030798,0.0,0.148158,0.094595,0.041096,0.081396,0.114546,0.164225,0.0,0.0,0.113696,0.093197,0.10108,0.08062,0.999928,0.015224,0.036208,0.013695,0.0,0.084006,0.0,0.010029,0.074213,0.059701,0.000386,4.5e-05,0.072323,0.07239,0.0,0.0,0
50,0.096774,0.049788,0.072464,0.076655,0.0,0.920513,0.272128,0.0,0.030372,0.000244,0.104115,0.121622,0.041096,0.068533,0.122275,0.120397,0.0,0.0,0.114312,0.094259,0.098221,0.078452,0.999928,0.013526,0.034634,0.012366,0.0,0.081465,0.0,0.008596,0.072069,0.052496,0.000386,3.4e-05,0.070368,0.070436,0.0,0.0,0
51,0.096774,0.099576,0.081382,0.078978,0.0,0.923077,0.27307,0.0,0.031791,0.000366,0.154786,0.094595,0.041096,0.071142,0.125644,0.168843,0.0,0.0,0.115778,0.09389,0.103225,0.082191,0.999928,0.012692,0.037082,0.011643,0.0,0.08576,0.0,0.010029,0.075686,0.06176,0.000386,4.5e-05,0.074133,0.074128,0.0,0.0,0
52,0.096774,0.104873,0.084727,0.080139,0.0,0.920513,0.274011,0.0,0.032359,0.0,0.152127,0.081081,0.027397,0.069234,0.129806,0.169713,0.0,0.0,0.127125,0.09475,0.104159,0.082171,0.999928,0.014199,0.037082,0.012886,0.0,0.086213,0.0,0.010029,0.075494,0.058672,0.000386,2.2e-05,0.072613,0.07268,0.0,0.0,0
53,0.096774,0.070975,0.078038,0.077816,0.0,0.917949,0.27307,0.0,0.028243,0.000366,0.21979,0.094595,0.041096,0.069295,0.112961,0.232732,0.0,0.0,0.108792,0.092346,0.098304,0.078273,0.999928,0.015321,0.034459,0.014041,0.0,0.081918,0.0,0.010029,0.072277,0.057128,0.000386,4.5e-05,0.071599,0.071666,0.0,0.0,0
54,0.096774,0.088983,0.082497,0.078978,0.0,0.917949,0.271186,0.0,0.032785,0.000122,0.116369,0.108108,0.041096,0.076346,0.125644,0.134249,0.0,0.0,0.125363,0.096802,0.107128,0.084976,0.999928,0.012436,0.038482,0.011528,0.0,0.088735,0.0,0.010029,0.078054,0.06279,0.000386,4.5e-05,0.075436,0.075503,0.0,0.0,0
55,0.096774,0.099576,0.086957,0.080139,0.0,0.915385,0.269303,0.0,0.028669,0.000122,0.135751,0.081081,0.027397,0.064306,0.118906,0.149956,0.0,0.0,0.121051,0.093425,0.100668,0.079486,0.999928,0.011635,0.034808,0.01069,0.0,0.083612,0.0,0.010029,0.073221,0.055584,0.000386,3.4e-05,0.072034,0.072101,0.0,0.0,0
56,0.096774,0.126059,0.098105,0.084785,0.0,0.920513,0.270245,0.0,0.029804,0.000122,0.148351,0.094595,0.027397,0.067939,0.12069,0.163204,0.0,0.0,0.121137,0.097206,0.107623,0.085255,0.999928,0.015,0.038657,0.013752,0.0,0.089247,0.0,0.010029,0.078423,0.063304,0.000386,2.2e-05,0.076667,0.076661,0.0,0.0,0
57,0.096774,0.080508,0.090301,0.083624,0.0,0.917949,0.269303,0.0,0.028811,0.0,0.136752,0.067568,0.027397,0.067116,0.117122,0.154233,0.0,0.0,0.120164,0.094153,0.102345,0.081336,0.999928,0.015256,0.036208,0.014012,0.0,0.084972,0.0,0.010029,0.07487,0.056613,0.000386,3.4e-05,0.073337,0.073404,0.0,0.0,0
58,0.086022,0.081568,0.088071,0.082462,0.0,0.917949,0.268362,0.0,0.038603,0.0,0.134325,0.162162,0.054795,0.063385,0.161316,0.147913,0.0,0.0,0.122838,0.094434,0.105616,0.083425,0.999928,0.011506,0.037257,0.010632,0.0,0.08775,0.0,0.010029,0.076886,0.06176,0.000386,3.4e-05,0.076015,0.07601,0.0,0.0,0
59,0.096774,0.148305,0.102564,0.087108,0.0,0.917949,0.269303,0.0,0.028243,0.000122,0.158832,0.081081,0.027397,0.082962,0.104043,0.175694,0.0,0.0,0.115495,0.091522,0.099843,0.07875,0.999928,0.015224,0.033934,0.013955,0.0,0.083021,0.0,0.010029,0.072645,0.056613,0.000386,3.4e-05,0.073771,0.073766,0.0,0.0,0
60,0.096774,0.118644,0.100334,0.087108,0.0,0.915385,0.269303,0.0,0.027533,0.0,0.136406,0.135135,0.041096,0.066677,0.112366,0.150827,0.0,0.0,0.117072,0.095425,0.101575,0.080679,0.999928,0.014968,0.035158,0.013752,0.0,0.084479,0.0,0.010029,0.074373,0.055584,0.000386,4.5e-05,0.074712,0.074707,0.0,0.0,0
61,0.086022,0.080508,0.092531,0.085947,0.0,0.917949,0.270245,0.0,0.032643,0.000122,0.133246,0.121622,0.041096,0.067537,0.132382,0.149048,0.0,0.0,0.109963,0.092337,0.101768,0.080441,0.999928,0.012853,0.034983,0.011759,0.0,0.085228,0.0,0.010029,0.074678,0.06176,0.000386,4.5e-05,0.077463,0.07753,0.0,0.0,0
62,0.086022,0.079449,0.091416,0.085947,0.0,0.915385,0.269303,0.0,0.029946,0.000122,0.136945,0.081081,0.027397,0.066003,0.12287,0.154233,0.0,0.0,0.117688,0.093934,0.101355,0.079864,0.999928,0.013654,0.034459,0.01277,0.0,0.084716,0.0,0.008596,0.074037,0.056613,0.000386,2.2e-05,0.075581,0.075576,0.0,0.0,0
63,0.096774,0.055085,0.080268,0.082462,0.0,0.915385,0.268362,0.0,0.028243,0.000122,0.116715,0.067568,0.027397,0.066789,0.115141,0.130313,0.0,0.0,0.114817,0.094653,0.103225,0.082311,0.999928,0.015897,0.036383,0.014504,0.0,0.085996,0.0,0.010029,0.075974,0.058157,0.000386,4.5e-05,0.076884,0.076879,0.0,0.0,0
64,0.096774,0.060381,0.075808,0.080139,0.0,0.920513,0.269303,0.0,0.030372,0.0,0.149622,0.067568,0.027397,0.076426,0.116528,0.16555,0.0,0.0,0.121273,0.097838,0.104846,0.083663,0.999928,0.011603,0.036907,0.010921,0.0,0.087395,0.0,0.010029,0.077254,0.057128,0.000386,2.2e-05,0.077536,0.077602,0.0,0.0,0
65,0.096774,0.049788,0.070234,0.077816,0.0,0.915385,0.268362,0.0,0.038036,0.000122,0.136598,0.081081,0.027397,0.068622,0.153587,0.153249,0.0,0.0,0.121162,0.099066,0.110344,0.087781,0.999928,0.017788,0.039531,0.016382,0.0,0.091848,0.0,0.010029,0.080983,0.063304,0.000386,2.2e-05,0.081445,0.081512,0.0,0.0,0
66,0.096774,0.068856,0.070234,0.076655,0.0,0.917949,0.269303,0.0,0.029946,0.0,0.138409,0.081081,0.027397,0.06706,0.121681,0.15219,0.0,0.0,0.121717,0.09911,0.106441,0.084698,0.999928,0.01641,0.037082,0.015024,0.0,0.088577,0.0,0.010029,0.078086,0.057128,0.000386,3.4e-05,0.07978,0.079847,0.0,0.0,0
67,0.086022,0.042373,0.061315,0.073171,0.0,0.920513,0.271186,0.0,0.029236,0.000366,0.137253,0.094595,0.027397,0.065648,0.120095,0.153779,0.0,0.0,0.108829,0.093425,0.10317,0.082151,0.999928,0.01391,0.036033,0.012828,0.0,0.086351,0.0,0.010029,0.076182,0.058672,0.0,3.4e-05,0.080576,0.08057,0.0,0.0,0
68,0.096774,0.038136,0.055741,0.070848,0.0,0.917949,0.271186,0.0,0.027533,0.000244,0.206034,0.067568,0.027397,0.065508,0.113357,0.220052,0.0,0.0,0.111195,0.093197,0.106193,0.08432,0.999928,0.015449,0.037257,0.014157,0.0,0.088853,0.0,0.010029,0.078167,0.063304,0.000386,4.5e-05,0.082024,0.082091,0.0,0.0,0
69,0.096774,0.043432,0.053512,0.068525,0.0,0.920513,0.272128,0.0,0.029236,0.000366,0.133207,0.081081,0.027397,0.083103,0.107214,0.148291,0.0,0.0,0.11823,0.096662,0.106496,0.084857,0.999928,0.012788,0.037432,0.011672,0.0,0.088932,0.0,0.010029,0.078487,0.059187,0.000386,5.6e-05,0.080721,0.080788,0.0,0.0,0
70,0.096774,0.034958,0.049052,0.066202,0.0,0.923077,0.27307,0.0,0.027959,0.0,0.13918,0.081081,0.027397,0.064881,0.115141,0.154271,0.0,0.0,0.118969,0.097496,0.10864,0.08613,0.999928,0.012051,0.037782,0.011066,0.0,0.090882,0.0,0.010029,0.079863,0.063819,0.000386,3.4e-05,0.082965,0.083032,0.0,0.0,0
71,0.096774,0.072034,0.056856,0.067364,0.0,0.923077,0.274953,0.0,0.029095,0.0,0.134209,0.094595,0.027397,0.065494,0.119897,0.150411,0.0,0.0,0.115433,0.098189,0.105781,0.084479,0.999928,0.015224,0.037082,0.013752,0.0,0.088735,0.0,0.010029,0.078455,0.059701,0.000386,3.4e-05,0.081662,0.081729,0.0,0.0,0
